# t=time;g=gyro
# t1,g1,g2,g3,g4,g5,g6
4.541631500000000233e+04,8.000000000000000000e+00,2.000000000000000000e+00,2.540000000000000000e+02,2.380000000000000000e+02,2.550000000000000000e+02,1.470000000000000000e+02
4.541631900000000314e+04,7.000000000000000000e+00,8.000000000000000000e+00,2.540000000000000000e+02,2.260000000000000000e+02,2.550000000000000000e+02,2.140000000000000000e+02
4.541632800000000134e+04,7.000000000000000000e+00,2.160000000000000000e+02,2.550000000000000000e+02,1.710000000000000000e+02,2.550000000000000000e+02,2.500000000000000000e+02
4.541633499999999913e+04,9.000000000000000000e+00,6.400000000000000000e+01,2.550000000000000000e+02,2.140000000000000000e+02,2.550000000000000000e+02,2.380000000000000000e+02
4.541633899999999994e+04,8.000000000000000000e+00,7.600000000000000000e+01,2.550000000000000000e+02,1.650000000000000000e+02,0.000000000000000000e+00,3.000000000000000000e+01
4.541634300000000076e+04,9.000000000000000000e+00,1.120000000000000000e+02,2.550000000000000000e+02,2.320000000000000000e+02,0.000000000000000000e+00,1.030000000000000000e+02
4.541636499999999796e+04,9.000000000000000000e+00,4.500000000000000000e+01,2.550000000000000000e+02,2.260000000000000000e+02,0.000000000000000000e+00,1.150000000000000000e+02
4.541637000000000262e+04,8.000000000000000000e+00,2.530000000000000000e+02,0.000000000000000000e+00,8.500000000000000000e+01,0.000000000000000000e+00,1.460000000000000000e+02
4.541637400000000343e+04,1.000000000000000000e+01,2.100000000000000000e+01,0.000000000000000000e+00,9.700000000000000000e+01,1.000000000000000000e+00,2.070000000000000000e+02
4.541637799999999697e+04,9.000000000000000000e+00,1.310000000000000000e+02,0.000000000000000000e+00,2.400000000000000000e+01,2.000000000000000000e+00,7.300000000000000000e+01
4.541639400000000023e+04,9.000000000000000000e+00,2.350000000000000000e+02,0.000000000000000000e+00,1.340000000000000000e+02,2.000000000000000000e+00,1.530000000000000000e+02
4.541639899999999761e+04,1.000000000000000000e+01,1.430000000000000000e+02,0.000000000000000000e+00,1.400000000000000000e+02,2.000000000000000000e+00,1.830000000000000000e+02
4.541640299999999843e+04,1.000000000000000000e+01,1.920000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+01,3.000000000000000000e+00,2.320000000000000000e+02
4.541640699999999924e+04,1.000000000000000000e+01,1.010000000000000000e+02,2.550000000000000000e+02,2.140000000000000000e+02,4.000000000000000000e+00,2.500000000000000000e+01
4.541641999999999825e+04,9.000000000000000000e+00,2.530000000000000000e+02,0.000000000000000000e+00,3.600000000000000000e+01,4.000000000000000000e+00,1.110000000000000000e+02
4.541642399999999907e+04,1.000000000000000000e+01,1.560000000000000000e+02,0.000000000000000000e+00,4.200000000000000000e+01,4.000000000000000000e+00,1.720000000000000000e+02
4.541642799999999988e+04,1.000000000000000000e+01,1.980000000000000000e+02,2.550000000000000000e+02,2.200000000000000000e+02,5.000000000000000000e+00,5.600000000000000000e+01
4.541643200000000070e+04,1.100000000000000000e+01,8.300000000000000000e+01,2.550000000000000000e+02,1.160000000000000000e+02,5.000000000000000000e+00,6.800000000000000000e+01
4.541645100000000093e+04,1.100000000000000000e+01,1.070000000000000000e+02,2.550000000000000000e+02,6.700000000000000000e+01,5.000000000000000000e+00,9.900000000000000000e+01
4.541645599999999831e+04,1.100000000000000000e+01,7.000000000000000000e+01,2.550000000000000000e+02,5.500000000000000000e+01,5.000000000000000000e+00,1.660000000000000000e+02
4.541645999999999913e+04,1.200000000000000000e+01,4.600000000000000000e+01,2.540000000000000000e+02,2.320000000000000000e+02,5.000000000000000000e+00,2.390000000000000000e+02
4.541646600000000035e+04,1.200000000000000000e+01,3.400000000000000000e+01,2.540000000000000000e+02,1.830000000000000000e+02,5.000000000000000000e+00,2.390000000000000000e+02
4.541646899999999732e+04,1.200000000000000000e+01,7.700000000000000000e+01,2.540000000000000000e+02,1.830000000000000000e+02,5.000000000000000000e+00,2.510000000000000000e+02
4.541648599999999715e+04,1.200000000000000000e+01,1.320000000000000000e+02,2.540000000000000000e+02,2.070000000000000000e+02,5.000000000000000000e+00,2.390000000000000000e+02
4.541649799999999959e+04,1.200000000000000000e+01,1.680000000000000000e+02,2.540000000000000000e+02,1.340000000000000000e+02,5.000000000000000000e+00,2.330000000000000000e+02
4.541650200000000041e+04,1.200000000000000000e+01,2.170000000000000000e+02,2.540000000000000000e+02,9.100000000000000000e+01,5.000000000000000000e+00,2.270000000000000000e+02
4.541651299999999901e+04,1.200000000000000000e+01,8.300000000000000000e+01,2.540000000000000000e+02,4.900000000000000000e+01,5.000000000000000000e+00,2.150000000000000000e+02
4.541654800000000250e+04,1.200000000000000000e+01,4.000000000000000000e+00,2.530000000000000000e+02,7.900000000000000000e+01,5.000000000000000000e+00,1.660000000000000000e+02
4.541655200000000332e+04,1.100000000000000000e+01,1.620000000000000000e+02,2.520000000000000000e+02,9.700000000000000000e+01,5.000000000000000000e+00,6.800000000000000000e+01
4.541655700000000070e+04,1.100000000000000000e+01,7.000000000000000000e+01,2.520000000000000000e+02,6.000000000000000000e+01,5.000000000000000000e+00,3.800000000000000000e+01
4.541658000000000175e+04,1.100000000000000000e+01,5.800000000000000000e+01,2.520000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+00,7.000000000000000000e+00
4.541658400000000256e+04,1.100000000000000000e+01,1.250000000000000000e+02,2.510000000000000000e+02,2.430000000000000000e+02,5.000000000000000000e+00,1.000000000000000000e+00
4.541658800000000338e+04,1.100000000000000000e+01,7.000000000000000000e+01,2.510000000000000000e+02,1.330000000000000000e+02,4.000000000000000000e+00,1.600000000000000000e+02
4.541659199999999691e+04,1.100000000000000000e+01,5.800000000000000000e+01,2.510000000000000000e+02,1.510000000000000000e+02,4.000000000000000000e+00,1.470000000000000000e+02
4.541659700000000157e+04,1.000000000000000000e+01,2.530000000000000000e+02,2.510000000000000000e+02,9.600000000000000000e+01,4.000000000000000000e+00,1.530000000000000000e+02
4.541660800000000017e+04,1.000000000000000000e+01,2.290000000000000000e+02,2.510000000000000000e+02,1.150000000000000000e+02,4.000000000000000000e+00,1.230000000000000000e+02
4.541661200000000099e+04,1.000000000000000000e+01,1.310000000000000000e+02,2.510000000000000000e+02,1.450000000000000000e+02,4.000000000000000000e+00,1.110000000000000000e+02
4.541661699999999837e+04,9.000000000000000000e+00,1.250000000000000000e+02,2.510000000000000000e+02,1.760000000000000000e+02,4.000000000000000000e+00,8.000000000000000000e+01
4.541662299999999959e+04,9.000000000000000000e+00,5.100000000000000000e+01,2.510000000000000000e+02,2.370000000000000000e+02,4.000000000000000000e+00,7.400000000000000000e+01
4.541663500000000204e+04,8.000000000000000000e+00,2.220000000000000000e+02,2.520000000000000000e+02,1.100000000000000000e+01,4.000000000000000000e+00,5.600000000000000000e+01
4.541663900000000285e+04,8.000000000000000000e+00,8.200000000000000000e+01,2.520000000000000000e+02,9.700000000000000000e+01,4.000000000000000000e+00,2.500000000000000000e+01
4.541664299999999639e+04,7.000000000000000000e+00,2.600000000000000000e+01,2.530000000000000000e+02,9.100000000000000000e+01,2.000000000000000000e+00,1.770000000000000000e+02
4.541667500000000291e+04,0.000000000000000000e+00,6.700000000000000000e+01,2.520000000000000000e+02,2.130000000000000000e+02,2.540000000000000000e+02,2.010000000000000000e+02
4.541667899999999645e+04,2.000000000000000000e+00,1.710000000000000000e+02,2.540000000000000000e+02,2.130000000000000000e+02,2.540000000000000000e+02,1.950000000000000000e+02
4.541668299999999726e+04,3.000000000000000000e+00,3.100000000000000000e+01,2.550000000000000000e+02,1.280000000000000000e+02,2.520000000000000000e+02,2.550000000000000000e+02
4.541670100000000093e+04,3.000000000000000000e+00,6.800000000000000000e+01,2.550000000000000000e+02,7.900000000000000000e+01,2.540000000000000000e+02,4.900000000000000000e+01
4.541670500000000175e+04,1.000000000000000000e+00,2.400000000000000000e+01,2.540000000000000000e+02,1.400000000000000000e+02,2.550000000000000000e+02,2.500000000000000000e+01
4.541670999999999913e+04,5.000000000000000000e+00,9.900000000000000000e+01,2.540000000000000000e+02,1.770000000000000000e+02,0.000000000000000000e+00,9.100000000000000000e+01
4.541671399999999994e+04,2.000000000000000000e+00,1.160000000000000000e+02,2.530000000000000000e+02,3.000000000000000000e+01,3.000000000000000000e+00,6.800000000000000000e+01
4.541671800000000076e+04,3.000000000000000000e+00,1.000000000000000000e+00,2.520000000000000000e+02,2.430000000000000000e+02,4.000000000000000000e+00,5.600000000000000000e+01
4.541672800000000279e+04,3.000000000000000000e+00,1.900000000000000000e+02,2.520000000000000000e+02,1.940000000000000000e+02,7.000000000000000000e+00,2.400000000000000000e+02
4.541673200000000361e+04,5.000000000000000000e+00,2.270000000000000000e+02,2.540000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+00,2.330000000000000000e+02
4.541673599999999715e+04,3.000000000000000000e+00,1.780000000000000000e+02,2.540000000000000000e+02,2.320000000000000000e+02,2.000000000000000000e+00,1.100000000000000000e+02
4.541674100000000180e+04,1.000000000000000000e+00,3.600000000000000000e+01,2.550000000000000000e+02,9.200000000000000000e+01,2.540000000000000000e+02,6.000000000000000000e+00
4.541674399999999878e+04,2.540000000000000000e+02,1.710000000000000000e+02,2.550000000000000000e+02,1.200000000000000000e+01,2.530000000000000000e+02,7.900000000000000000e+01
4.541675800000000163e+04,1.000000000000000000e+00,4.300000000000000000e+01,2.550000000000000000e+02,2.080000000000000000e+02,2.530000000000000000e+02,2.070000000000000000e+02
4.541676200000000244e+04,1.000000000000000000e+00,2.130000000000000000e+02,0.000000000000000000e+00,4.800000000000000000e+01,2.530000000000000000e+02,1.400000000000000000e+02
4.541676499999999942e+04,0.000000000000000000e+00,1.580000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,2.500000000000000000e+02,2.490000000000000000e+02
4.541676999999999680e+04,0.000000000000000000e+00,2.500000000000000000e+02,0.000000000000000000e+00,1.700000000000000000e+02,2.510000000000000000e+02,4.800000000000000000e+01
4.541677399999999761e+04,0.000000000000000000e+00,1.520000000000000000e+02,0.000000000000000000e+00,1.770000000000000000e+02,2.500000000000000000e+02,1.820000000000000000e+02
4.541678800000000047e+04,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,5.400000000000000000e+01,2.510000000000000000e+02,4.100000000000000000e+01
4.541679200000000128e+04,0.000000000000000000e+00,1.150000000000000000e+02,0.000000000000000000e+00,2.010000000000000000e+02,2.500000000000000000e+02,2.060000000000000000e+02
4.541679600000000210e+04,0.000000000000000000e+00,1.800000000000000000e+01,0.000000000000000000e+00,1.200000000000000000e+01,2.500000000000000000e+02,2.490000000000000000e+02
4.541680200000000332e+04,0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00,1.090000000000000000e+02,2.510000000000000000e+02,5.000000000000000000e+00
4.541681900000000314e+04,2.550000000000000000e+02,2.320000000000000000e+02,0.000000000000000000e+00,4.800000000000000000e+01,2.510000000000000000e+02,3.500000000000000000e+01
4.541682400000000052e+04,2.550000000000000000e+02,1.530000000000000000e+02,2.550000000000000000e+02,2.380000000000000000e+02,2.510000000000000000e+02,1.270000000000000000e+02
4.541682800000000134e+04,2.540000000000000000e+02,1.200000000000000000e+01,2.550000000000000000e+02,1.770000000000000000e+02,2.520000000000000000e+02,2.250000000000000000e+02
4.541683299999999872e+04,2.540000000000000000e+02,0.000000000000000000e+00,2.550000000000000000e+02,1.770000000000000000e+02,2.530000000000000000e+02,7.900000000000000000e+01
4.541683699999999953e+04,2.530000000000000000e+02,1.950000000000000000e+02,2.550000000000000000e+02,2.380000000000000000e+02,2.530000000000000000e+02,1.700000000000000000e+02
4.541685500000000320e+04,2.530000000000000000e+02,1.760000000000000000e+02,0.000000000000000000e+00,2.400000000000000000e+01,2.530000000000000000e+02,2.310000000000000000e+02
4.541685899999999674e+04,2.530000000000000000e+02,8.500000000000000000e+01,0.000000000000000000e+00,9.700000000000000000e+01,2.540000000000000000e+02,4.300000000000000000e+01
4.541686299999999756e+04,2.530000000000000000e+02,1.460000000000000000e+02,1.000000000000000000e+00,2.130000000000000000e+02,2.550000000000000000e+02,9.200000000000000000e+01
4.541686800000000221e+04,2.530000000000000000e+02,1.830000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,2.550000000000000000e+02,1.470000000000000000e+02
4.541687200000000303e+04,2.530000000000000000e+02,1.760000000000000000e+02,2.000000000000000000e+00,6.100000000000000000e+01,2.550000000000000000e+02,1.710000000000000000e+02
4.541687599999999657e+04,2.540000000000000000e+02,4.300000000000000000e+01,2.000000000000000000e+00,9.200000000000000000e+01,2.550000000000000000e+02,2.200000000000000000e+02
4.541688100000000122e+04,2.540000000000000000e+02,9.100000000000000000e+01,2.000000000000000000e+00,1.220000000000000000e+02,2.550000000000000000e+02,2.020000000000000000e+02
4.541688700000000244e+04,2.540000000000000000e+02,1.160000000000000000e+02,2.000000000000000000e+00,1.160000000000000000e+02,2.550000000000000000e+02,2.080000000000000000e+02
4.541689100000000326e+04,2.540000000000000000e+02,1.710000000000000000e+02,2.000000000000000000e+00,1.220000000000000000e+02,2.550000000000000000e+02,1.710000000000000000e+02
4.541689600000000064e+04,2.540000000000000000e+02,1.650000000000000000e+02,2.000000000000000000e+00,7.300000000000000000e+01,2.550000000000000000e+02,1.160000000000000000e+02
4.541691700000000128e+04,2.540000000000000000e+02,1.650000000000000000e+02,2.000000000000000000e+00,3.100000000000000000e+01,2.550000000000000000e+02,7.300000000000000000e+01
4.541692199999999866e+04,2.540000000000000000e+02,1.520000000000000000e+02,1.000000000000000000e+00,2.500000000000000000e+02,2.550000000000000000e+02,1.800000000000000000e+01
4.541692599999999948e+04,2.540000000000000000e+02,6.700000000000000000e+01,1.000000000000000000e+00,9.100000000000000000e+01,2.540000000000000000e+02,1.340000000000000000e+02
4.541693000000000029e+04,2.530000000000000000e+02,2.500000000000000000e+02,1.000000000000000000e+00,6.100000000000000000e+01,2.540000000000000000e+02,1.650000000000000000e+02
4.541693299999999726e+04,2.540000000000000000e+02,3.000000000000000000e+01,1.000000000000000000e+00,7.900000000000000000e+01,2.540000000000000000e+02,1.340000000000000000e+02
4.541694099999999889e+04,2.540000000000000000e+02,4.300000000000000000e+01,1.000000000000000000e+00,7.300000000000000000e+01,2.540000000000000000e+02,1.830000000000000000e+02
4.541694799999999668e+04,2.540000000000000000e+02,6.000000000000000000e+00,1.000000000000000000e+00,5.500000000000000000e+01,2.540000000000000000e+02,1.950000000000000000e+02
4.541695300000000134e+04,2.540000000000000000e+02,6.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000000e+02,2.540000000000000000e+02,2.440000000000000000e+02
4.541695700000000215e+04,2.530000000000000000e+02,2.500000000000000000e+02,1.000000000000000000e+00,1.160000000000000000e+02,2.550000000000000000e+02,6.000000000000000000e+00
4.541697800000000279e+04,2.540000000000000000e+02,1.040000000000000000e+02,1.000000000000000000e+00,1.460000000000000000e+02,2.540000000000000000e+02,2.500000000000000000e+02
4.541698200000000361e+04,2.540000000000000000e+02,2.200000000000000000e+02,1.000000000000000000e+00,1.520000000000000000e+02,2.540000000000000000e+02,2.320000000000000000e+02
4.541698599999999715e+04,0.000000000000000000e+00,1.830000000000000000e+02,1.000000000000000000e+00,8.500000000000000000e+01,2.540000000000000000e+02,1.580000000000000000e+02
4.541698999999999796e+04,1.000000000000000000e+00,1.220000000000000000e+02,1.000000000000000000e+00,1.100000000000000000e+02,2.540000000000000000e+02,9.700000000000000000e+01
4.541699399999999878e+04,2.520000000000000000e+02,3.600000000000000000e+01,2.550000000000000000e+02,1.710000000000000000e+02,2.510000000000000000e+02,2.120000000000000000e+02
4.541700099999999657e+04,2.470000000000000000e+02,1.260000000000000000e+02,2.550000000000000000e+02,4.900000000000000000e+01,2.490000000000000000e+02,4.000000000000000000e+00
4.541700600000000122e+04,2.430000000000000000e+02,1.970000000000000000e+02,2.530000000000000000e+02,2.130000000000000000e+02,2.460000000000000000e+02,2.800000000000000000e+01
4.541701000000000204e+04,2.440000000000000000e+02,3.900000000000000000e+01,2.540000000000000000e+02,1.280000000000000000e+02,2.430000000000000000e+02,2.460000000000000000e+02
4.541701400000000285e+04,2.480000000000000000e+02,4.000000000000000000e+01,2.550000000000000000e+02,1.590000000000000000e+02,2.430000000000000000e+02,1.730000000000000000e+02
4.541701799999999639e+04,2.500000000000000000e+02,2.240000000000000000e+02,2.550000000000000000e+02,1.830000000000000000e+02,2.440000000000000000e+02,7.000000000000000000e+01
4.541703199999999924e+04,2.520000000000000000e+02,2.130000000000000000e+02,2.550000000000000000e+02,5.500000000000000000e+01,2.460000000000000000e+02,7.600000000000000000e+01
4.541703600000000006e+04,2.550000000000000000e+02,9.800000000000000000e+01,2.540000000000000000e+02,2.200000000000000000e+02,2.490000000000000000e+02,9.000000000000000000e+01
4.541704200000000128e+04,2.000000000000000000e+00,8.600000000000000000e+01,0.000000000000000000e+00,7.300000000000000000e+01,2.460000000000000000e+02,9.500000000000000000e+01
4.541706799999999930e+04,2.530000000000000000e+02,1.460000000000000000e+02,0.000000000000000000e+00,2.400000000000000000e+01,2.420000000000000000e+02,5.100000000000000000e+01
4.541707299999999668e+04,2.490000000000000000e+02,1.810000000000000000e+02,2.540000000000000000e+02,6.000000000000000000e+00,2.420000000000000000e+02,1.180000000000000000e+02
4.541707699999999750e+04,2.500000000000000000e+02,2.900000000000000000e+01,2.530000000000000000e+02,2.400000000000000000e+01,2.450000000000000000e+02,1.190000000000000000e+02
4.541708099999999831e+04,2.520000000000000000e+02,5.000000000000000000e+00,2.530000000000000000e+02,1.030000000000000000e+02,2.470000000000000000e+02,5.800000000000000000e+01
4.541708499999999913e+04,2.550000000000000000e+02,1.220000000000000000e+02,2.540000000000000000e+02,3.600000000000000000e+01,2.480000000000000000e+02,2.170000000000000000e+02
4.541710100000000239e+04,9.000000000000000000e+00,1.550000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,2.520000000000000000e+02,5.000000000000000000e+00
4.541710500000000320e+04,1.500000000000000000e+01,2.060000000000000000e+02,2.000000000000000000e+00,6.100000000000000000e+01,2.550000000000000000e+02,4.300000000000000000e+01
4.541710899999999674e+04,1.600000000000000000e+01,1.820000000000000000e+02,2.000000000000000000e+00,1.530000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+01
4.541712400000000343e+04,1.700000000000000000e+01,2.130000000000000000e+02,2.000000000000000000e+00,2.440000000000000000e+02,0.000000000000000000e+00,2.190000000000000000e+02
4.541712900000000081e+04,1.900000000000000000e+01,9.200000000000000000e+01,3.000000000000000000e+00,8.600000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
4.541713300000000163e+04,2.100000000000000000e+01,2.450000000000000000e+02,3.000000000000000000e+00,1.900000000000000000e+01,3.000000000000000000e+00,4.900000000000000000e+01
4.541713700000000244e+04,2.100000000000000000e+01,2.020000000000000000e+02,2.000000000000000000e+00,2.260000000000000000e+02,3.000000000000000000e+00,1.410000000000000000e+02
4.541714100000000326e+04,2.100000000000000000e+01,2.140000000000000000e+02,2.000000000000000000e+00,1.650000000000000000e+02,3.000000000000000000e+00,2.020000000000000000e+02
4.541715499999999884e+04,2.100000000000000000e+01,1.040000000000000000e+02,2.000000000000000000e+00,9.200000000000000000e+01,3.000000000000000000e+00,2.320000000000000000e+02
4.541715899999999965e+04,2.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.950000000000000000e+02,3.000000000000000000e+00,2.510000000000000000e+02
4.541716300000000047e+04,1.800000000000000000e+01,2.010000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.720000000000000000e+02
4.541716700000000128e+04,1.800000000000000000e+01,3.600000000000000000e+01,0.000000000000000000e+00,2.070000000000000000e+02,4.000000000000000000e+00,2.270000000000000000e+02
4.541717100000000210e+04,1.500000000000000000e+01,1.270000000000000000e+02,2.550000000000000000e+02,2.260000000000000000e+02,3.000000000000000000e+00,2.390000000000000000e+02
4.541717500000000291e+04,1.300000000000000000e+01,1.510000000000000000e+02,2.550000000000000000e+02,3.700000000000000000e+01,3.000000000000000000e+00,1.290000000000000000e+02
4.541719099999999889e+04,1.100000000000000000e+01,2.800000000000000000e+01,2.540000000000000000e+02,1.040000000000000000e+02,2.000000000000000000e+00,1.890000000000000000e+02
4.541719900000000052e+04,9.000000000000000000e+00,8.800000000000000000e+01,2.540000000000000000e+02,4.900000000000000000e+01,1.000000000000000000e+00,1.890000000000000000e+02
4.541720300000000134e+04,8.000000000000000000e+00,6.900000000000000000e+01,2.550000000000000000e+02,9.800000000000000000e+01,2.540000000000000000e+02,1.100000000000000000e+02
4.541721600000000035e+04,8.000000000000000000e+00,2.100000000000000000e+02,0.000000000000000000e+00,2.310000000000000000e+02,2.540000000000000000e+02,1.340000000000000000e+02
4.541722000000000116e+04,1.000000000000000000e+01,1.860000000000000000e+02,1.000000000000000000e+00,1.890000000000000000e+02,2.550000000000000000e+02,2.020000000000000000e+02
4.541722400000000198e+04,1.600000000000000000e+01,1.090000000000000000e+02,1.000000000000000000e+00,2.440000000000000000e+02,2.000000000000000000e+00,6.100000000000000000e+01
4.541722899999999936e+04,1.700000000000000000e+01,2.500000000000000000e+02,1.000000000000000000e+00,1.280000000000000000e+02,2.000000000000000000e+00,2.020000000000000000e+02
4.541723300000000017e+04,1.800000000000000000e+01,3.600000000000000000e+01,0.000000000000000000e+00,1.280000000000000000e+02,3.000000000000000000e+00,6.800000000000000000e+01
4.541724599999999919e+04,1.800000000000000000e+01,3.000000000000000000e+01,2.550000000000000000e+02,2.500000000000000000e+02,3.000000000000000000e+00,1.230000000000000000e+02
4.541725000000000000e+04,1.800000000000000000e+01,2.440000000000000000e+02,2.550000000000000000e+02,1.650000000000000000e+02,2.000000000000000000e+00,2.500000000000000000e+02
4.541725400000000081e+04,2.000000000000000000e+01,1.410000000000000000e+02,2.550000000000000000e+02,7.900000000000000000e+01,1.000000000000000000e+00,5.500000000000000000e+01
4.541725800000000163e+04,2.000000000000000000e+01,1.960000000000000000e+02,2.550000000000000000e+02,6.100000000000000000e+01,1.000000000000000000e+00,2.400000000000000000e+01
4.541726299999999901e+04,2.000000000000000000e+01,1.900000000000000000e+02,2.540000000000000000e+02,1.770000000000000000e+02,0.000000000000000000e+00,2.380000000000000000e+02
4.541727799999999843e+04,2.100000000000000000e+01,3.700000000000000000e+01,2.540000000000000000e+02,1.040000000000000000e+02,0.000000000000000000e+00,1.640000000000000000e+02
4.541728199999999924e+04,2.100000000000000000e+01,9.800000000000000000e+01,2.540000000000000000e+02,6.000000000000000000e+00,0.000000000000000000e+00,1.580000000000000000e+02
4.541728699999999662e+04,2.200000000000000000e+01,3.800000000000000000e+01,2.520000000000000000e+02,1.820000000000000000e+02,2.550000000000000000e+02,1.100000000000000000e+02
4.541729099999999744e+04,2.100000000000000000e+01,2.140000000000000000e+02,2.520000000000000000e+02,1.390000000000000000e+02,2.550000000000000000e+02,6.700000000000000000e+01
4.541729499999999825e+04,2.100000000000000000e+01,2.020000000000000000e+02,2.520000000000000000e+02,1.090000000000000000e+02,2.550000000000000000e+02,3.100000000000000000e+01
4.541730799999999726e+04,2.100000000000000000e+01,1.960000000000000000e+02,2.520000000000000000e+02,5.400000000000000000e+01,2.550000000000000000e+02,1.800000000000000000e+01
4.541731199999999808e+04,2.100000000000000000e+01,1.650000000000000000e+02,2.520000000000000000e+02,1.100000000000000000e+01,2.550000000000000000e+02,6.000000000000000000e+00
4.541731900000000314e+04,2.200000000000000000e+01,6.800000000000000000e+01,2.510000000000000000e+02,1.270000000000000000e+02,2.550000000000000000e+02,1.590000000000000000e+02
4.541733800000000338e+04,2.200000000000000000e+01,4.400000000000000000e+01,2.510000000000000000e+02,9.000000000000000000e+01,2.550000000000000000e+02,2.260000000000000000e+02
4.541734199999999691e+04,2.100000000000000000e+01,1.960000000000000000e+02,2.510000000000000000e+02,3.500000000000000000e+01,0.000000000000000000e+00,8.500000000000000000e+01
4.541734900000000198e+04,2.100000000000000000e+01,1.900000000000000000e+01,2.500000000000000000e+02,2.490000000000000000e+02,0.000000000000000000e+00,7.900000000000000000e+01
4.541737999999999738e+04,2.100000000000000000e+01,1.000000000000000000e+00,2.500000000000000000e+02,1.450000000000000000e+02,0.000000000000000000e+00,1.400000000000000000e+02
4.541738399999999820e+04,1.900000000000000000e+01,1.400000000000000000e+02,2.510000000000000000e+02,1.700000000000000000e+01,2.550000000000000000e+02,8.600000000000000000e+01
4.541738799999999901e+04,1.900000000000000000e+01,2.260000000000000000e+02,2.510000000000000000e+02,2.900000000000000000e+01,2.550000000000000000e+02,1.040000000000000000e+02
4.541740499999999884e+04,2.000000000000000000e+01,6.000000000000000000e+00,2.510000000000000000e+02,2.900000000000000000e+01,2.550000000000000000e+02,1.950000000000000000e+02
4.541740899999999965e+04,1.800000000000000000e+01,1.520000000000000000e+02,2.500000000000000000e+02,2.180000000000000000e+02,1.000000000000000000e+00,1.040000000000000000e+02
4.541741300000000047e+04,1.900000000000000000e+01,4.900000000000000000e+01,2.520000000000000000e+02,1.700000000000000000e+01,0.000000000000000000e+00,2.010000000000000000e+02
4.541741700000000128e+04,1.600000000000000000e+01,7.800000000000000000e+01,2.510000000000000000e+02,1.210000000000000000e+02,2.000000000000000000e+00,9.200000000000000000e+01
4.541743800000000192e+04,1.500000000000000000e+01,1.760000000000000000e+02,2.510000000000000000e+02,1.390000000000000000e+02,0.000000000000000000e+00,2.310000000000000000e+02
4.541744299999999930e+04,1.600000000000000000e+01,2.900000000000000000e+01,2.520000000000000000e+02,3.000000000000000000e+01,0.000000000000000000e+00,2.400000000000000000e+01
4.541744999999999709e+04,1.300000000000000000e+01,1.320000000000000000e+02,2.530000000000000000e+02,1.340000000000000000e+02,0.000000000000000000e+00,1.220000000000000000e+02
4.541746699999999691e+04,1.200000000000000000e+01,1.260000000000000000e+02,2.530000000000000000e+02,1.340000000000000000e+02,0.000000000000000000e+00,1.770000000000000000e+02
4.541747200000000157e+04,1.100000000000000000e+01,1.010000000000000000e+02,2.530000000000000000e+02,2.010000000000000000e+02,1.000000000000000000e+00,1.200000000000000000e+01
4.541747600000000239e+04,6.000000000000000000e+00,5.000000000000000000e+01,2.530000000000000000e+02,2.500000000000000000e+02,2.000000000000000000e+00,2.020000000000000000e+02
4.541748000000000320e+04,5.000000000000000000e+00,2.450000000000000000e+02,2.540000000000000000e+02,1.160000000000000000e+02,2.000000000000000000e+00,2.500000000000000000e+01
4.541748399999999674e+04,2.000000000000000000e+00,2.500000000000000000e+02,2.540000000000000000e+02,7.900000000000000000e+01,2.000000000000000000e+00,2.200000000000000000e+02
4.541749199999999837e+04,1.000000000000000000e+00,1.200000000000000000e+01,2.540000000000000000e+02,6.700000000000000000e+01,2.000000000000000000e+00,6.100000000000000000e+01
4.541750000000000000e+04,2.530000000000000000e+02,9.700000000000000000e+01,2.530000000000000000e+02,2.500000000000000000e+02,2.000000000000000000e+00,2.320000000000000000e+02
4.541750499999999738e+04,2.430000000000000000e+02,2.100000000000000000e+02,2.530000000000000000e+02,6.700000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00
4.541750899999999820e+04,2.470000000000000000e+02,1.680000000000000000e+02,2.550000000000000000e+02,2.080000000000000000e+02,0.000000000000000000e+00,8.500000000000000000e+01
4.541752300000000105e+04,2.470000000000000000e+02,1.010000000000000000e+02,0.000000000000000000e+00,1.890000000000000000e+02,2.550000000000000000e+02,2.320000000000000000e+02
4.541752799999999843e+04,2.460000000000000000e+02,5.800000000000000000e+01,1.000000000000000000e+00,1.800000000000000000e+01,0.000000000000000000e+00,2.190000000000000000e+02
4.541753199999999924e+04,2.390000000000000000e+02,1.960000000000000000e+02,2.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+00,1.470000000000000000e+02
